Facility,Occupancy Type,Month,Date,Time,Day,Occupancy,Temperature max,Temperature min,Maximum Heat Index,Minimum Wind Chill Index,Rain,Raining type,Temperature
Boyd House,Transient,April,04 13 2017,8:30:12 AM,Thu,40,73.99,54,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 13 2017,9:38:12 AM,Thu,176,73.99,54,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 13 2017,10:44:51 AM,Thu,196,73.99,54,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 13 2017,11:50:22 AM,Thu,200,73.99,54,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 13 2017,12:52:29 PM,Thu,182,74.82,58.87,-996,-996,1.12,Rain,< 78
Boyd House,Transient,April,04 13 2017,1:52:41 PM,Thu,185,74.82,58.87,-996,-996,1.12,Rain,< 78
Boyd House,Transient,April,04 13 2017,2:54:44 PM,Thu,172,74.82,58.87,-996,-996,1.12,Rain,< 78
Boyd House,Transient,April,04 13 2017,4:00:46 PM,Thu,134,74.82,58.87,-996,-996,1.12,Rain,< 78
Boyd House,Transient,April,04 14 2017,8:07:31 AM,Fri,18,74.82,58.87,-996,-996,1.12,Rain,< 78
Boyd House,Transient,April,04 14 2017,9:14:13 AM,Fri,102,74.82,58.87,-996,-996,1.12,Rain,< 78
Boyd House,Transient,April,04 14 2017,10:16:08 AM,Fri,150,74.82,58.87,-996,-996,1.12,Rain,< 78
Boyd House,Transient,April,04 14 2017,11:21:36 AM,Fri,166,74.82,58.87,-996,-996,1.12,Rain,< 78
Boyd House,Transient,April,04 14 2017,12:25:28 PM,Fri,168,74.82,58.87,-996,-996,1.12,Rain,< 78
Boyd House,Transient,April,04 14 2017,1:33:43 PM,Fri,150,79.97,60.91,-996,-996,0.01,Rain,< 78
Boyd House,Transient,April,04 14 2017,2:42:42 PM,Fri,106,79.97,60.91,-996,-996,0.01,Rain,< 78
Boyd House,Transient,April,04 14 2017,3:45:19 PM,Fri,75,79.97,60.91,-996,-996,0.01,Rain,< 78
Boyd House,Transient,April,04 14 2017,4:51:01 PM,Fri,53,79.97,60.91,-996,-996,0.01,Rain,< 78
Boyd House,Transient,April,04 15 2017,8:51:34 AM,Sat,14,79.97,60.91,-996,-996,0.01,Rain,< 78
Boyd House,Transient,April,04 15 2017,9:58:53 AM,Sat,27,79.97,60.91,-996,-996,0.01,Rain,< 78
Boyd House,Transient,April,04 15 2017,11:00:22 AM,Sat,29,79.97,60.91,-996,-996,0.01,Rain,< 78
Boyd House,Transient,April,04 15 2017,12:02:00 PM,Sat,44,79.97,60.91,-996,-996,0.01,Rain,< 78
Boyd House,Transient,April,04 15 2017,1:02:16 PM,Sat,54,79.97,60.91,-996,-996,0.01,Rain,< 78
Boyd House,Transient,April,04 15 2017,2:09:09 PM,Sat,53,81.03,63.99,82.31,-996,0,No rain,< 78
Boyd House,Transient,April,04 15 2017,3:10:21 PM,Sat,48,81.03,63.99,82.31,-996,0,No rain,< 78
Boyd House,Transient,April,04 15 2017,4:11:17 PM,Sat,39,81.03,63.99,82.31,-996,0,No rain,< 78
Boyd House,Transient,April,04 16 2017,8:15:27 AM,Sun,9,81.03,63.99,82.31,-996,0,No rain,< 78
Boyd House,Transient,April,04 16 2017,9:21:53 AM,Sun,17,81.03,63.99,82.31,-996,0,No rain,< 78
Boyd House,Transient,April,04 16 2017,10:28:51 AM,Sun,23,81.03,63.99,82.31,-996,0,No rain,< 78
Boyd House,Transient,April,04 16 2017,11:31:03 AM,Sun,33,81.03,63.99,82.31,-996,0,No rain,< 78
Boyd House,Transient,April,04 16 2017,12:38:05 PM,Sun,15,81.03,63.99,82.31,-996,0,No rain,< 78
Boyd House,Transient,April,04 16 2017,1:38:29 PM,Sun,16,81.03,63.99,82.31,-996,0,No rain,< 78
Boyd House,Transient,April,04 16 2017,2:39:45 PM,Sun,16,71.98,61.97,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 16 2017,3:41:11 PM,Sun,20,71.98,61.97,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 16 2017,4:42:01 PM,Sun,21,71.98,61.97,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 17 2017,8:38:31 AM,Mon,69,71.98,61.97,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 17 2017,9:40:56 AM,Mon,189,71.98,61.97,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 17 2017,10:47:55 AM,Mon,200,71.98,61.97,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 17 2017,11:49:03 AM,Mon,195,71.98,61.97,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 17 2017,12:56:54 PM,Mon,204,69.6,58.32,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 17 2017,2:00:31 PM,Mon,189,69.6,58.32,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 17 2017,3:06:18 PM,Mon,183,69.6,58.32,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 17 2017,4:10:20 PM,Mon,161,69.6,58.32,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 18 2017,8:25:16 AM,Tue,34,69.6,58.32,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 18 2017,9:32:44 AM,Tue,198,69.6,58.32,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 18 2017,10:34:55 AM,Tue,204,69.6,58.32,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 18 2017,11:35:37 AM,Tue,205,69.6,58.32,-996,-996,0,No rain,< 66
Boyd House,Transient,April,04 18 2017,12:41:09 PM,Tue,194,78.75,52.02,-996,-996,0.01,Rain,< 66
Boyd House,Transient,April,04 18 2017,1:49:27 PM,Tue,196,78.75,52.02,-996,-996,0.01,Rain,< 66
Boyd House,Transient,April,04 18 2017,2:53:37 PM,Tue,186,78.75,52.02,-996,-996,0.01,Rain,< 66
Boyd House,Transient,April,04 18 2017,3:55:15 PM,Tue,154,78.75,52.02,-996,-996,0.01,Rain,< 66
Boyd House,Transient,April,04 18 2017,4:56:37 PM,Tue,105,78.75,52.02,-996,-996,0.01,Rain,< 66
Boyd House,Transient,April,04 19 2017,8:02:14 AM,Wed,15,78.75,52.02,-996,-996,0.01,Rain,< 66
Boyd House,Transient,April,04 19 2017,9:09:10 AM,Wed,120,78.75,52.02,-996,-996,0.01,Rain,< 66
Boyd House,Transient,April,04 19 2017,10:10:33 AM,Wed,204,78.75,52.02,-996,-996,0.01,Rain,< 66
Boyd House,Transient,April,04 19 2017,11:14:45 AM,Wed,204,78.75,52.02,-996,-996,0.01,Rain,< 66
Boyd House,Transient,April,04 19 2017,12:22:07 PM,Wed,204,77.94,62.44,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 19 2017,1:25:56 PM,Wed,204,77.94,62.44,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 19 2017,2:33:33 PM,Wed,194,77.94,62.44,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 19 2017,3:40:30 PM,Wed,168,77.94,62.44,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 19 2017,4:43:50 PM,Wed,138,77.94,62.44,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 20 2017,8:01:15 AM,Thu,16,77.94,62.44,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 20 2017,9:07:32 AM,Thu,147,77.94,62.44,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 20 2017,10:11:44 AM,Thu,211,77.94,62.44,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 20 2017,11:14:25 AM,Thu,200,77.94,62.44,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 20 2017,12:16:05 PM,Thu,194,73.13,62.78,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 20 2017,1:24:00 PM,Thu,200,73.13,62.78,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 20 2017,2:31:02 PM,Thu,193,73.13,62.78,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 20 2017,3:37:44 PM,Thu,144,73.13,62.78,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 20 2017,4:40:13 PM,Thu,103,73.13,62.78,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 21 2017,8:50:49 AM,Fri,49,73.13,62.78,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 21 2017,9:56:16 AM,Fri,111,73.13,62.78,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 21 2017,10:57:53 AM,Fri,122,73.13,62.78,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 21 2017,12:01:40 PM,Fri,131,73.13,62.78,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 21 2017,1:09:36 PM,Fri,122,62.91,48.79,-996,42.62,1.16,Rain,< 57
Boyd House,Transient,April,04 21 2017,2:10:53 PM,Fri,123,62.91,48.79,-996,42.62,1.16,Rain,< 57
Boyd House,Transient,April,04 21 2017,3:15:03 PM,Fri,77,62.91,48.79,-996,42.62,1.16,Rain,< 57
Boyd House,Transient,April,04 21 2017,4:20:25 PM,Fri,57,62.91,48.79,-996,42.62,1.16,Rain,< 57
Boyd House,Transient,April,04 22 2017,8:24:50 AM,Sat,11,62.91,48.79,-996,42.62,1.16,Rain,< 57
Boyd House,Transient,April,04 22 2017,9:30:34 AM,Sat,16,62.91,48.79,-996,42.62,1.16,Rain,< 57
Boyd House,Transient,April,04 22 2017,10:32:10 AM,Sat,24,62.91,48.79,-996,42.62,1.16,Rain,< 57
Boyd House,Transient,April,04 22 2017,11:40:27 AM,Sat,28,62.91,48.79,-996,42.62,1.16,Rain,< 57
Boyd House,Transient,April,04 22 2017,12:46:15 PM,Sat,34,59.11,46.26,-996,39.14,0,No rain,< 57
Boyd House,Transient,April,04 22 2017,1:53:20 PM,Sat,36,59.11,46.26,-996,39.14,0,No rain,< 57
Boyd House,Transient,April,04 22 2017,2:59:56 PM,Sat,27,59.11,46.26,-996,39.14,0,No rain,< 57
Boyd House,Transient,April,04 22 2017,4:08:21 PM,Sat,28,59.11,46.26,-996,39.14,0,No rain,< 57
Boyd House,Transient,April,04 23 2017,8:07:17 AM,Sun,12,59.11,46.26,-996,39.14,0,No rain,< 57
Boyd House,Transient,April,04 23 2017,9:12:21 AM,Sun,15,59.11,46.26,-996,39.14,0,No rain,< 57
Boyd House,Transient,April,04 23 2017,10:15:02 AM,Sun,19,59.11,46.26,-996,39.14,0,No rain,< 57
Boyd House,Transient,April,04 23 2017,11:15:34 AM,Sun,24,59.11,46.26,-996,39.14,0,No rain,< 57
Boyd House,Transient,April,04 23 2017,12:22:22 PM,Sun,20,69.58,40.2,-996,37.7,0,No rain,< 57
Boyd House,Transient,April,04 23 2017,1:29:35 PM,Sun,28,69.58,40.2,-996,37.7,0,No rain,< 57
Boyd House,Transient,April,04 23 2017,2:34:04 PM,Sun,35,69.58,40.2,-996,37.7,0,No rain,< 57
Boyd House,Transient,April,04 23 2017,3:38:34 PM,Sun,32,69.58,40.2,-996,37.7,0,No rain,< 57
Boyd House,Transient,April,04 23 2017,4:44:12 PM,Sun,35,69.58,40.2,-996,37.7,0,No rain,< 57
Boyd House,Transient,April,04 24 2017,8:48:29 AM,Mon,72,69.58,40.2,-996,37.7,0,No rain,< 57
Boyd House,Transient,April,04 24 2017,9:54:31 AM,Mon,195,69.58,40.2,-996,37.7,0,No rain,< 57
Boyd House,Transient,April,04 24 2017,11:03:30 AM,Mon,196,69.58,40.2,-996,37.7,0,No rain,< 57
Boyd House,Transient,April,04 24 2017,12:08:15 PM,Mon,194,75.34,45.72,-996,44.12,0,No rain,< 66
Boyd House,Transient,April,04 24 2017,1:16:37 PM,Mon,195,75.34,45.72,-996,44.12,0,No rain,< 66
Boyd House,Transient,April,04 24 2017,2:23:00 PM,Mon,190,75.34,45.72,-996,44.12,0,No rain,< 66
Boyd House,Transient,April,04 24 2017,3:28:49 PM,Mon,167,75.34,45.72,-996,44.12,0,No rain,< 66
Boyd House,Transient,April,04 24 2017,4:32:31 PM,Mon,123,75.34,45.72,-996,44.12,0,No rain,< 66
Boyd House,Transient,April,04 25 2017,8:35:28 AM,Tue,39,75.34,45.72,-996,44.12,0,No rain,< 66
Boyd House,Transient,April,04 25 2017,9:36:56 AM,Tue,186,75.34,45.72,-996,44.12,0,No rain,< 66
Boyd House,Transient,April,04 25 2017,10:38:07 AM,Tue,200,75.34,45.72,-996,44.12,0,No rain,< 66
Boyd House,Transient,April,04 25 2017,11:40:59 AM,Tue,203,83.25,58.42,84.29,-996,0.59,Rain,< 78
Boyd House,Transient,April,04 25 2017,12:41:38 PM,Tue,190,83.25,58.42,84.29,-996,0.59,Rain,< 78
Boyd House,Transient,April,04 25 2017,1:49:20 PM,Tue,195,83.25,58.42,84.29,-996,0.59,Rain,< 78
Boyd House,Transient,April,04 25 2017,2:54:55 PM,Tue,173,83.25,58.42,84.29,-996,0.59,Rain,< 78
Boyd House,Transient,April,04 25 2017,4:06:08 PM,Tue,141,83.25,58.42,84.29,-996,0.59,Rain,< 78
Boyd House,Transient,April,04 26 2017,8:22:10 AM,Wed,22,83.25,58.42,84.29,-996,0.59,Rain,< 78
Boyd House,Transient,April,04 26 2017,9:30:43 AM,Wed,159,83.25,58.42,84.29,-996,0.59,Rain,< 78
Boyd House,Transient,April,04 26 2017,10:39:18 AM,Wed,181,83.25,58.42,84.29,-996,0.59,Rain,< 78
Boyd House,Transient,April,04 26 2017,11:50:50 AM,Wed,184,58.26,41.46,-996,36.95,0.02,Rain,< 57
Boyd House,Transient,April,04 26 2017,1:00:29 PM,Wed,190,58.26,41.46,-996,36.95,0.02,Rain,< 57
Boyd House,Transient,April,04 26 2017,2:01:23 PM,Wed,184,58.26,41.46,-996,36.95,0.02,Rain,< 57
Boyd House,Transient,April,04 26 2017,3:04:01 PM,Wed,179,58.26,41.46,-996,36.95,0.02,Rain,< 57
Boyd House,Transient,April,04 26 2017,4:09:22 PM,Wed,154,58.26,41.46,-996,36.95,0.02,Rain,< 57
Boyd House,Transient,April,04 27 2017,8:00:54 AM,Thu,12,58.26,41.46,-996,36.95,0.02,Rain,< 57
Boyd House,Transient,April,04 27 2017,9:06:28 AM,Thu,112,58.26,41.46,-996,36.95,0.02,Rain,< 57
Boyd House,Transient,April,04 27 2017,10:14:46 AM,Thu,187,58.26,41.46,-996,36.95,0.02,Rain,< 57
Boyd House,Transient,April,04 27 2017,11:16:26 AM,Thu,193,69.28,38.28,-996,38.55,0,No rain,< 57
Boyd House,Transient,April,04 27 2017,12:24:04 PM,Thu,185,69.28,38.28,-996,38.55,0,No rain,< 57
Boyd House,Transient,April,04 27 2017,1:26:15 PM,Thu,191,69.28,38.28,-996,38.55,0,No rain,< 57
Boyd House,Transient,April,04 27 2017,2:32:42 PM,Thu,164,69.28,38.28,-996,38.55,0,No rain,< 57
Boyd House,Transient,April,04 27 2017,3:42:10 PM,Thu,129,69.28,38.28,-996,38.55,0,No rain,< 57
Boyd House,Transient,April,04 27 2017,4:49:55 PM,Thu,95,69.28,38.28,-996,38.55,0,No rain,< 57
Boyd House,Transient,April,04 28 2017,8:46:34 AM,Fri,66,69.28,38.28,-996,38.55,0,No rain,< 57
Boyd House,Transient,April,04 28 2017,9:55:30 AM,Fri,139,69.28,38.28,-996,38.55,0,No rain,< 57
Boyd House,Transient,April,04 28 2017,10:59:06 AM,Fri,164,78.46,57.2,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 28 2017,11:59:08 AM,Fri,148,78.46,57.2,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 28 2017,12:59:39 PM,Fri,152,78.46,57.2,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 28 2017,2:08:32 PM,Fri,138,78.46,57.2,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 28 2017,3:17:24 PM,Fri,103,78.46,57.2,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 28 2017,4:18:05 PM,Fri,82,78.46,57.2,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 29 2017,8:12:54 AM,Sat,13,78.46,57.2,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 29 2017,9:15:43 AM,Sat,23,78.46,57.2,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 29 2017,10:20:58 AM,Sat,38,78.46,57.2,-996,-996,0,No rain,< 78
Boyd House,Transient,April,04 29 2017,11:23:55 AM,Sat,44,69.55,47.23,-996,41.15,1.22,Rain,< 66
Boyd House,Transient,April,04 29 2017,12:25:55 PM,Sat,36,69.55,47.23,-996,41.15,1.22,Rain,< 66
Boyd House,Transient,April,04 29 2017,1:28:40 PM,Sat,37,69.55,47.23,-996,41.15,1.22,Rain,< 66
Boyd House,Transient,April,04 29 2017,2:33:58 PM,Sat,37,69.55,47.23,-996,41.15,1.22,Rain,< 66
Boyd House,Transient,April,04 29 2017,3:37:50 PM,Sat,29,69.55,47.23,-996,41.15,1.22,Rain,< 66
Boyd House,Transient,April,04 29 2017,4:40:41 PM,Sat,25,69.55,47.23,-996,41.15,1.22,Rain,< 66
Boyd House,Transient,April,04 30 2017,8:38:19 AM,Sun,7,69.55,47.23,-996,41.15,1.22,Rain,< 66
Boyd House,Transient,April,04 30 2017,9:39:46 AM,Sun,12,69.55,47.23,-996,41.15,1.22,Rain,< 66
Boyd House,Transient,April,04 30 2017,10:42:45 AM,Sun,16,52.9,42.29,-996,33.6,0.09,Rain,< 57
Boyd House,Transient,April,04 30 2017,11:45:26 AM,Sun,21,52.9,42.29,-996,33.6,0.09,Rain,< 57
Boyd House,Transient,April,04 30 2017,12:48:34 PM,Sun,28,52.9,42.29,-996,33.6,0.09,Rain,< 57
Boyd House,Transient,April,04 30 2017,1:51:04 PM,Sun,35,52.9,42.29,-996,33.6,0.09,Rain,< 57
Boyd House,Transient,April,04 30 2017,2:55:17 PM,Sun,52,52.9,42.29,-996,33.6,0.09,Rain,< 57
Boyd House,Transient,April,04 30 2017,3:57:30 PM,Sun,54,52.9,42.29,-996,33.6,0.09,Rain,< 57
Boyd House,Transient,April,04 30 2017,4:58:47 PM,Sun,37,52.9,42.29,-996,33.6,0.09,Rain,< 57
Boyd House,Transient,May,05 01 2017,8:45:56 AM,Mon,58,52.9,42.29,-996,33.6,0.09,Rain,< 57
Boyd House,Transient,May,05 01 2017,9:49:09 AM,Mon,170,52.9,42.29,-996,33.6,0.09,Rain,< 57
Boyd House,Transient,May,05 01 2017,10:50:22 AM,Mon,195,72.52,37.7,-996,31.74,0,No rain,< 57
Boyd House,Transient,May,05 01 2017,11:55:44 AM,Mon,193,72.52,37.7,-996,31.74,0,No rain,< 57
Boyd House,Transient,May,05 01 2017,1:01:50 PM,Mon,201,72.52,37.7,-996,31.74,0,No rain,< 57
Boyd House,Transient,May,05 01 2017,2:07:19 PM,Mon,187,72.52,37.7,-996,31.74,0,No rain,< 57
Boyd House,Transient,May,05 01 2017,3:12:11 PM,Mon,153,72.52,37.7,-996,31.74,0,No rain,< 57
Boyd House,Transient,May,05 01 2017,4:13:51 PM,Mon,132,72.52,37.7,-996,31.74,0,No rain,< 57
Boyd House,Transient,May,05 02 2017,8:48:13 AM,Tue,64,72.52,37.7,-996,31.74,0,No rain,< 57
Boyd House,Transient,May,05 02 2017,9:52:38 AM,Tue,183,72.52,37.7,-996,31.74,0,No rain,< 57
Boyd House,Transient,May,05 02 2017,10:54:50 AM,Tue,200,80.64,44.94,80.74,44.69,0,No rain,< 66
Boyd House,Transient,May,05 02 2017,11:59:29 AM,Tue,197,80.64,44.94,80.74,44.69,0,No rain,< 66
Boyd House,Transient,May,05 02 2017,12:59:36 PM,Tue,196,80.64,44.94,80.74,44.69,0,No rain,< 66
Boyd House,Transient,May,05 02 2017,2:02:13 PM,Tue,198,80.64,44.94,80.74,44.69,0,No rain,< 66
Boyd House,Transient,May,05 02 2017,3:08:39 PM,Tue,168,80.64,44.94,80.74,44.69,0,No rain,< 66
Boyd House,Transient,May,05 02 2017,4:11:10 PM,Tue,149,80.64,44.94,80.74,44.69,0,No rain,< 66
Boyd House,Transient,May,05 03 2017,8:59:56 AM,Wed,74,80.64,44.94,80.74,44.69,0,No rain,< 66
Boyd House,Transient,May,05 03 2017,10:05:18 AM,Wed,166,80.64,44.94,80.74,44.69,0,No rain,< 66
Boyd House,Transient,May,05 03 2017,11:09:35 AM,Wed,194,66.45,51.8,-996,-996,0,No rain,< 66
Boyd House,Transient,May,05 03 2017,12:10:33 PM,Wed,200,66.45,51.8,-996,-996,0,No rain,< 66
Boyd House,Transient,May,05 03 2017,1:13:18 PM,Wed,198,66.45,51.8,-996,-996,0,No rain,< 66
Boyd House,Transient,May,05 03 2017,2:16:27 PM,Wed,192,66.45,51.8,-996,-996,0,No rain,< 66
Boyd House,Transient,May,05 03 2017,3:17:16 PM,Wed,171,66.45,51.8,-996,-996,0,No rain,< 66
Boyd House,Transient,May,05 03 2017,4:19:10 PM,Wed,148,66.45,51.8,-996,-996,0,No rain,< 66
Boyd House,Transient,May,05 04 2017,8:13:50 AM,Thu,17,66.45,51.8,-996,-996,0,No rain,< 66
Boyd House,Transient,May,05 04 2017,9:18:09 AM,Thu,132,66.45,51.8,-996,-996,0,No rain,< 66
Boyd House,Transient,May,05 04 2017,10:21:49 AM,Thu,187,71.04,43.96,-996,40.58,0,No rain,< 66
Boyd House,Transient,May,05 04 2017,11:26:23 AM,Thu,200,71.04,43.96,-996,40.58,0,No rain,< 66
Boyd House,Transient,May,05 04 2017,12:26:46 PM,Thu,199,71.04,43.96,-996,40.58,0,No rain,< 66
Boyd House,Transient,May,05 04 2017,1:28:02 PM,Thu,197,71.04,43.96,-996,40.58,0,No rain,< 66
Boyd House,Transient,May,05 04 2017,2:31:19 PM,Thu,187,71.04,43.96,-996,40.58,0,No rain,< 66
Boyd House,Transient,May,05 04 2017,3:36:13 PM,Thu,161,71.04,43.96,-996,40.58,0,No rain,< 66
Boyd House,Transient,May,05 04 2017,4:40:47 PM,Thu,125,71.04,43.96,-996,40.58,0,No rain,< 66
Boyd House,Transient,May,05 05 2017,8:21:43 AM,Fri,32,71.04,43.96,-996,40.58,0,No rain,< 66
Boyd House,Transient,May,05 05 2017,9:24:15 AM,Fri,114,74.79,44.15,-996,42.71,0,No rain,< 66
Boyd House,Transient,May,05 05 2017,10:25:29 AM,Fri,155,74.79,44.15,-996,42.71,0,No rain,< 66
Boyd House,Transient,May,05 05 2017,11:29:26 AM,Fri,166,74.79,44.15,-996,42.71,0,No rain,< 66
Boyd House,Transient,May,05 05 2017,12:30:22 PM,Fri,156,74.79,44.15,-996,42.71,0,No rain,< 66
Boyd House,Transient,May,05 05 2017,1:35:40 PM,Fri,144,74.79,44.15,-996,42.71,0,No rain,< 66
Boyd House,Transient,May,05 05 2017,2:36:18 PM,Fri,132,74.79,44.15,-996,42.71,0,No rain,< 66
Boyd House,Transient,May,05 05 2017,3:37:22 PM,Fri,102,74.79,44.15,-996,42.71,0,No rain,< 66
Boyd House,Transient,May,05 05 2017,4:37:39 PM,Fri,83,74.79,44.15,-996,42.71,0,No rain,< 66
Boyd House,Transient,May,05 06 2017,8:29:41 AM,Sat,13,74.79,44.15,-996,42.71,0,No rain,< 66
Boyd House,Transient,May,05 06 2017,9:34:57 AM,Sat,17,82.63,46.98,81.3,46.25,0,No rain,< 66
Boyd House,Transient,May,05 06 2017,10:35:22 AM,Sat,18,82.63,46.98,81.3,46.25,0,No rain,< 66
Boyd House,Transient,May,05 06 2017,11:40:50 AM,Sat,27,82.63,46.98,81.3,46.25,0,No rain,< 66
Boyd House,Transient,May,05 06 2017,12:46:46 PM,Sat,27,82.63,46.98,81.3,46.25,0,No rain,< 66
Boyd House,Transient,May,05 06 2017,1:47:50 PM,Sat,27,82.63,46.98,81.3,46.25,0,No rain,< 66
Boyd House,Transient,May,05 06 2017,2:52:43 PM,Sat,32,82.63,46.98,81.3,46.25,0,No rain,< 66
Boyd House,Transient,May,05 06 2017,3:57:59 PM,Sat,31,82.63,46.98,81.3,46.25,0,No rain,< 66
Boyd House,Transient,May,05 06 2017,4:59:08 PM,Sat,36,82.63,46.98,81.3,46.25,0,No rain,< 66
Boyd House,Transient,May,05 07 2017,8:52:33 AM,Sun,11,83.88,55.17,82.45,-996,0,No rain,< 78
Boyd House,Transient,May,05 07 2017,9:58:25 AM,Sun,19,83.88,55.17,82.45,-996,0,No rain,< 78
Boyd House,Transient,May,05 07 2017,10:58:33 AM,Sun,26,83.88,55.17,82.45,-996,0,No rain,< 78
Boyd House,Transient,May,05 07 2017,12:04:42 PM,Sun,27,83.88,55.17,82.45,-996,0,No rain,< 78
Boyd House,Transient,May,05 07 2017,1:05:29 PM,Sun,31,83.88,55.17,82.45,-996,0,No rain,< 78
Boyd House,Transient,May,05 07 2017,2:06:24 PM,Sun,42,83.88,55.17,82.45,-996,0,No rain,< 78
Boyd House,Transient,May,05 07 2017,3:10:57 PM,Sun,45,83.88,55.17,82.45,-996,0,No rain,< 78
Boyd House,Transient,May,05 07 2017,4:15:42 PM,Sun,43,83.88,55.17,82.45,-996,0,No rain,< 78
Boyd House,Transient,May,05 08 2017,8:02:40 AM,Mon,41,81.23,59.02,81.25,-996,0,No rain,< 78
Boyd House,Transient,May,05 08 2017,9:06:03 AM,Mon,57,81.23,59.02,81.25,-996,0,No rain,< 78
Boyd House,Transient,May,05 08 2017,10:09:02 AM,Mon,79,81.23,59.02,81.25,-996,0,No rain,< 78
Boyd House,Transient,May,05 08 2017,11:10:50 AM,Mon,93,81.23,59.02,81.25,-996,0,No rain,< 78
Boyd House,Transient,May,05 08 2017,12:15:56 PM,Mon,101,81.23,59.02,81.25,-996,0,No rain,< 78
Boyd House,Transient,May,05 08 2017,1:18:48 PM,Mon,119,81.23,59.02,81.25,-996,0,No rain,< 78
Boyd House,Transient,May,05 08 2017,2:20:09 PM,Mon,114,81.23,59.02,81.25,-996,0,No rain,< 78
Boyd House,Transient,May,05 08 2017,3:21:44 PM,Mon,105,81.23,59.02,81.25,-996,0,No rain,< 78
Boyd House,Transient,May,05 08 2017,4:23:32 PM,Mon,102,81.23,59.02,81.25,-996,0,No rain,< 78
Boyd House,Transient,May,05 09 2017,8:10:04 AM,Tue,38,81.64,62.11,82.76,-996,0,No rain,< 78
Boyd House,Transient,May,05 09 2017,9:13:11 AM,Tue,59,81.64,62.11,82.76,-996,0,No rain,< 78
Boyd House,Transient,May,05 09 2017,10:13:54 AM,Tue,70,81.64,62.11,82.76,-996,0,No rain,< 78
Boyd House,Transient,May,05 09 2017,11:18:22 AM,Tue,73,81.64,62.11,82.76,-996,0,No rain,< 78
Boyd House,Transient,May,05 09 2017,12:20:41 PM,Tue,81,81.64,62.11,82.76,-996,0,No rain,< 78
Boyd House,Transient,May,05 09 2017,1:22:35 PM,Tue,95,81.64,62.11,82.76,-996,0,No rain,< 78
Boyd House,Transient,May,05 09 2017,2:27:09 PM,Tue,104,81.64,62.11,82.76,-996,0,No rain,< 78
Boyd House,Transient,May,05 09 2017,3:27:53 PM,Tue,91,81.64,62.11,82.76,-996,0,No rain,< 78
Boyd House,Transient,May,05 09 2017,4:31:39 PM,Tue,92,81.64,62.11,82.76,-996,0,No rain,< 78
Boyd House,Transient,May,05 10 2017,8:17:10 AM,Wed,41,76.62,63.09,-996,-996,0.48,Rain,< 78
Boyd House,Transient,May,05 10 2017,9:22:24 AM,Wed,52,76.62,63.09,-996,-996,0.48,Rain,< 78
Boyd House,Transient,May,05 10 2017,10:26:32 AM,Wed,59,76.62,63.09,-996,-996,0.48,Rain,< 78
Boyd House,Transient,May,05 10 2017,11:32:04 AM,Wed,65,76.62,63.09,-996,-996,0.48,Rain,< 78
